name,type,address,defacto,scale,mega,inverter,system,subsystem,description
setHeatingMixValve5HeatCurveYCoordinate1,HoldingRegister,250,40251,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 1 Mix valve 5 (highest outdoor temperature)"
setHeatingMixValve5HeatCurveYCoordinate2,HoldingRegister,251,40252,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 2 Mix valve 5"
setHeatingMixValve5HeatCurveYCoordinate3,HoldingRegister,252,40253,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 3 Mix valve 5"
setHeatingMixValve5HeatCurveYCoordinate4,HoldingRegister,253,40254,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 4 Mix valve 5"
setHeatingMixValve5HeatCurveYCoordinate5,HoldingRegister,254,40255,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 5 Mix valve 5"
setHeatingMixValve5HeatCurveYCoordinate6,HoldingRegister,255,40256,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 6 Mix valve 5"
setHeatingMixValve5HeatCurveYCoordinate7,HoldingRegister,256,40257,100,1,1,Heating,MixValve5,"Set point curve, Y-coordinate 7 Mix valve 5 (lowest outdoor temperature)"
setPoolReturnTempFromPoolToHeatExchanger,HoldingRegister,299,40300,10,1,1,Pool,Unit,"Set point return temp from pool to heat exchanger (EM)"
setPoolHysteresis,HoldingRegister,300,40301,10,1,1,Pool,Unit,"Set point pool hysteresis (EM)"
setHeatingMixValve1SupplyLineTempPassiveCooling,HoldingRegister,302,40303,100,1,1,Heating,MixValve1,"Set point for supply line temp passive cooling with mixing valve 1"
setHeatingMinOutdoorTempCoolingPermitted,HoldingRegister,303,40304,100,1,1,Heating,MixValve1,"Set point minimum outdoor temp when cooling is permitted"
setHeatpumpExternalHeaterOutdoorTempLimit,HoldingRegister,304,40305,100,1,1,Heatpump,Unit,"External heater outdoor temp limit"
setHeatingMixValve2SelectedMode,HoldingRegister,305,40306,1,1,0,Heating,MixValve2,"Selected mode for mixing valve 2, 0:Heat, 1:Cool, 2:Auto (EM3 only)"
setHeatingMixValve2DesiredCoolingTempSetPoint,HoldingRegister,306,40307,100,1,0,Heating,MixValve2,"Desired cooling temperature setpoint mixing valve 2 (EM3 only)"
setHeatingMixValve2SeasonalCoolingTemp,HoldingRegister,307,40308,100,1,0,Heating,MixValve2,"Seasonal cooling temperature (outdoor temp.), mixing valve 2 (EM3 only)"
setHeatingMixValve2SeasonalHeatingTemp,HoldingRegister,308,40309,100,1,0,Heating,MixValve2,"Seasonal heating temperature (outdoor temp.), mixing valve 2 (EM3 only)"
setHeatingMixValve3SelectedMode,HoldingRegister,309,40310,1,1,0,Heating,MixValve3,"Selected mode for mixing valve 3, 0:Heat, 1:Cool, 2:Auto (EM3 only)"
setHeatingMixValve3DesiredCoolingTempSetPoint,HoldingRegister,310,40311,100,1,0,Heating,MixValve3,"Desired cooling temperature setpoint mixing valve 3 (EM3 only)"
setHeatingMixValve3SeasonalCoolingTemp,HoldingRegister,311,40312,100,1,0,Heating,MixValve3,"Seasonal cooling temperature (outdoor temp.), mixing valve 3 (EM3 only)"
setHeatingMixValve3SeasonalHeatingTemp,HoldingRegister,312,40313,100,1,0,Heating,MixValve3,"Seasonal heating temperature (outdoor temp.), mixing valve 3 (EM3 only)"
setHeatingMixValve4SelectedMode,HoldingRegister,313,40314,1,1,0,Heating,MixValve4,"Selected mode for mixing valve 4, 0:Heat, 1:Cool, 2:Auto (EM3 only)"
setHeatingMixValve4DesiredCoolingTempSetPoint,HoldingRegister,314,40315,100,1,0,Heating,MixValve4,"Desired cooling temperature setpoint mixing valve 4 (EM3 only)"
setHeatingMixValve4SeasonalCoolingTemp,HoldingRegister,315,40316,100,1,0,Heating,MixValve4,"Seasonal cooling temperature (outdoor temp.), mixing valve 4 (EM3 only)"
setHeatingMixValve4SeasonalHeatingTemp,HoldingRegister,316,40317,100,1,0,Heating,MixValve4,"Seasonal heating temperature (outdoor temp.), mixing valve 4 (EM3 only)"
setHeatingMixValve5SelectedMode,HoldingRegister,317,40318,1,1,0,Heating,MixValve5,"Selected mode for mixing valve 5, 0:Heat, 1:Cool, 2:Auto (EM3 only)"
setHeatingMixValve5DesiredCoolingTempSetPoint,HoldingRegister,318,40319,100,1,0,Heating,MixValve5,"Desired cooling temperature setpoint mixing valve 5 (EM3 only)"
setHeatingMixValve5SeasonalCoolingTemp,HoldingRegister,319,40320,100,1,0,Heating,MixValve5,"Seasonal cooling temperature (outdoor temp.), mixing valve 5 (EM3 only)"
setHeatingMixValve5SeasonalHeatingTemp,HoldingRegister,320,40321,100,1,0,Heating,MixValve5,"Seasonal heating temperature (outdoor temp.), mixing valve 5 (EM3 only)"
